Dataset,Status,Triangles,Kernel_ms,E2E_after_clean_ms,Wall_ms,Cleaning_ms,Build_ms,Retcode,Reason,Log
shyy41,OK,3040,0.022700,0.730624,416.950703,0.746800,,0,,
spaceStation_13,OK,9149,0.030700,0.756704,415.049314,0.772700,,0,,
bcsstk23,OK,29737,0.030600,0.750912,437.180758,0.757600,,0,,
bcsstm13,OK,54380,0.031200,0.754848,407.203913,0.838300,,0,,
g7jac020,OK,63905,0.079200,0.934560,437.724352,2.977400,,0,,
lpl1,OK,97633,0.131800,1.028512,556.704283,4.450400,,0,,
net50,OK,151640,0.053400,1.472128,774.027824,1.837600,,0,,
msc04515,OK,169488,0.026300,0.749568,446.446657,0.762500,,0,,
tandem_vtx,OK,193422,0.125100,1.301920,551.306725,3.885300,,0,,
delaunay_n17,OK,263620,0.164400,1.717856,759.703159,7.604200,,0,,
ex9,OK,288450,0.030700,0.764000,459.857702,0.770000,,0,,
mac_econ_fwd500,OK,298904,0.905000,3.104640,1119.257689,8.689800,,0,,
torso2,OK,466426,0.118100,1.514240,1055.007935,5.158400,,0,,
wiki-Vote,OK,608389,0.078200,1.218752,515.763044,3.990600,,0,,
bcsstk24,OK,703212,0.039500,0.763744,485.853910,0.779900,,0,,
mc2depi,OK,1048576,0.258900,2.142656,1379.911900,9.008400,,0,,
dawson5,OK,1428486,0.152200,1.540096,945.533514,5.709000,,0,,
struct3,OK,1891920,0.099300,1.521696,920.139551,5.180800,,0,,
g7jac140sc,OK,3863178,0.137600,1.606688,733.683348,5.510700,,0,,
nemeth16,OK,4161903,0.030700,1.337440,802.609921,1.786700,,0,,
webbase-1M,OK,6106033,0.641500,2.901120,2135.801554,26.279000,,0,,
pli,OK,6162461,0.050200,1.401568,974.519968,1.882900,,0,,
Freescale1,OK,7502150,1.715000,5.136192,12237.310171,18.235800,,0,,
web-NotreDame,OK,8910005,0.339700,2.234912,1044.519663,12.994000,,0,,
cage14,OK,9610982,14.827600,19.637665,16762.380362,18.670100,,0,,
pcrystk03,OK,9821374,0.041800,1.426368,1059.011459,1.990000,,0,,
pkustk06,OK,12965280,0.068300,1.570016,1441.956043,5.794800,,0,,
bcsstk30,OK,15073574,0.063100,1.431744,1272.963524,1.983600,,0,,
cant,OK,18370150,0.249600,1.765984,2306.299210,6.339200,,0,,
consph,OK,34125815,0.215000,1.870496,3189.481258,7.443200,,0,,
pdb1HYS,OK,48319315,0.191700,1.806144,2557.359457,6.380100,,0,,
pwtk,OK,56997681,0.161200,2.052160,5793.553591,10.902500,,0,,
F1,OK,189516446,0.763600,4.324224,13684.600115,18.058100,,0,,
eu-2005,OK,202170577,4.239600,8.499584,8997.940779,67.993800,,0,,
Si41Ge41H72,OK,573035723,4.325400,7.251520,7662.088156,13.019800,,0,,
Ga41As41H72,OK,574004800,6.424900,9.658880,9449.573755,14.832200,,0,,
