Dataset,Status,Triangles,Kernel_ms,E2E_after_clean_ms,Wall_ms,Cleaning_ms,Build_ms,Retcode,Reason,Log
shyy41,OK,3040,0.015000,0.449600,366.923332,0.276800,,0,,
spaceStation_13,OK,9149,0.021200,0.462496,227.900267,0.272200,,0,,
bcsstk23,OK,29737,0.022400,0.469216,235.874414,0.292700,,0,,
bcsstm13,OK,54380,0.021900,0.451808,282.866955,0.280800,,0,,
g7jac020,OK,63905,0.047500,0.483488,287.767649,0.286200,,0,,
lpl1,OK,97633,0.130700,0.728576,334.861040,0.502200,,0,,
net50,OK,151640,0.035400,0.705664,420.372248,0.724600,,0,,
msc04515,OK,169488,0.017300,0.460064,299.466372,0.393900,,0,,
tandem_vtx,OK,193422,0.047600,0.590112,320.187330,0.464900,,0,,
delaunay_n17,OK,263620,0.042700,0.703680,361.222506,0.711000,,0,,
ex9,OK,288450,0.020000,0.452736,242.602825,0.393300,,0,,
mac_econ_fwd500,OK,298904,0.094300,0.826944,550.337553,0.813400,,0,,
torso2,OK,466426,0.022600,0.682944,501.321316,0.710200,,0,,
wiki-Vote,OK,608389,0.128600,0.601984,234.993935,0.368200,,0,,
bcsstk24,OK,703212,0.028700,0.465888,263.817549,0.402900,,0,,
mc2depi,OK,1048576,0.051000,0.817984,650.074482,0.883200,,0,,
dawson5,OK,1428486,0.033400,0.720800,485.725164,0.746200,,0,,
struct3,OK,1891920,0.021800,0.713376,469.878197,0.794000,,0,,
g7jac140sc,OK,3863178,0.272800,0.960544,421.726227,0.690000,,0,,
nemeth16,OK,4161903,0.018800,0.662080,357.584238,0.690900,,0,,
webbase-1M,OK,6106033,0.246100,1.121312,993.058681,1.006500,,0,,
pli,OK,6162461,0.030300,0.690016,431.985378,0.814400,,0,,
Freescale1,OK,7502150,0.466000,2.375488,5352.747917,8.103400,,0,,
web-NotreDame,OK,8910005,0.124800,0.823648,538.930178,0.838100,,0,,
cage14,OK,9610982,0.708700,5.007808,6926.186562,16.926900,,0,,
pcrystk03,OK,9821374,0.026600,0.700992,508.650303,0.880600,,0,,
pkustk06,OK,12965280,0.085600,0.821440,642.523050,1.052500,,0,,
bcsstk30,OK,15073574,0.042000,0.692608,598.444700,0.919800,,0,,
cant,OK,18370150,0.029200,0.793312,1069.278955,1.306900,,0,,
consph,OK,34125815,0.056400,0.911712,1437.879801,2.606800,,0,,
pdb1HYS,OK,48319315,0.054900,0.837152,1094.922781,1.547700,,0,,
pwtk,OK,56997681,0.058500,1.156768,2555.738688,5.771700,,0,,
F1,OK,189516446,0.861100,3.710944,5722.849131,13.710000,,0,,
eu-2005,OK,202170577,2.748900,6.134880,3698.744535,10.262500,,0,,
Si41Ge41H72,OK,573035723,0.593100,2.008928,3279.530287,7.468200,,0,,
Ga41As41H72,OK,574004800,0.780500,2.454304,3961.411238,9.533800,,0,,
